label,page,matched_text,snippet,oa_rank,title,doi,relevance_tier,novelty_threat,local_pdf
reported_result,14,MSE Methods Figure 12,"encryption, CIDSEW, SA-UAC, and IRDH approaches. The graphical evaluations depicted that 0 0.5 1 1.5 2 2.5 3 3.5 4 4.5 Flash DRM Chaos encryption CIDSEW SA-UAC IRDH PSSMED SDHAPSO MSE Methods Figure 12: MSE comparison 0 10 20 30 40 50 60 70 80 90 100 32 64 128 256 512 Security level (%) Key length Flash DRM Chaos encryption CIDSEW SA-UAC IRDH PSSMED SDHAPSO Figure 13: Security l",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
reported_result,16,"Entropy, vol. 22","hradun, India, pp. 808–813, 2016. [5] I. Yasser, M. A. Mohamed, A. S. Samra and F. Khalifa, “A chaotic-based encryption/decryption framework for secure multimedia communications,” Entropy, vol. 22, no. 11, pp. 1–23, 2020. [6] M. U. Celik, G. Sharma, A. M. Tekalp and E. Saber, “Lossless generalized-LSB data embedding,” IEEE Transactions on Image Processing, vol. 14, no. 2, p",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
reported_result,9,"Correlation. CSSE, 2022","mance metrics are used to assess the efﬁciency of the proposed and the existing approaches. The metrics include Peak Signal to Noise Ratio, Mean Squared Error, Security level, and Correlation. CSSE, 2022, vol.43, no.3 939",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
reported_result,15,Correlation Methods Figure 14,"anced Research in Computer Science and Software Engineering, vol. 2, no. 3, pp. 163–168, 2012. 0 0.2 0.4 0.6 0.8 1 1.2 Flash DRM Chaos encryption CIDSEW SA-UAC IRDH PSSMED SDHAPSO Correlation Methods Figure 14: Correlation CSSE, 2022, vol.43, no.3 945",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
reported_result,15,"Correlation CSSE, 2022","ce and Software Engineering, vol. 2, no. 3, pp. 163–168, 2012. 0 0.2 0.4 0.6 0.8 1 1.2 Flash DRM Chaos encryption CIDSEW SA-UAC IRDH PSSMED SDHAPSO Correlation Methods Figure 14: Correlation CSSE, 2022, vol.43, no.3 945",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
limitations_future_work,4,limitations,"n outcomes so that the secret and cover are re-build without loss. Various key encryption approaches have been presented and studied in this area that has widely deployed in encrypting images transferred over the network. The simulation’s ﬁndings revealed that each method had its own advantages and limitations depending on the applications. As a result, the need for a robust and effective technique for ensuring the privacy and security of images over an open network is an important research area. In this research work, Separable Data Hiding using Adaptive Particle Swarm Optimization (SDHAPSO) algorithm i",78,Adaptive Particle Swarm Optimization Data Hiding for High Security Secret Image Sharing,10.32604/csse.2022.022459,CORE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\078_2022_Adaptive_Particle_Swarm_Optimization_Data_Hiding_for_High_Security_Secret_Image_Sharing.pdf
optimizer:HHO,1,Harris Hawks Optimization,"Computer Modeling in Engineering & Sciences ech T Press Science Doi:10.32604/cmes.2025.064636 ARTICLE Multi-Neighborhood Enhanced Harris Hawks Optimization for Efficient Allocation of Hybrid Renewable Energy System with Cost and Emission Reduction Elaine Yi-Ling Wu* Department of Information Management, National Dong Hwa University, Hualien, 97401, Taiwan *Corresponding Author: Elaine Yi-Ling",79,Multi-Neighborhood Enhanced Harris Hawks Optimization for Efficient Allocation of Hybrid Renewable Energy System with Cost and Emission Reduction,10.32604/cmes.2025.064636,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\079_2025_Multi-Neighborhood_Enhanced_Harris_Hawks_Optimization_for_Efficient_Allocation_of_Hybrid_Renewable_Energy_System_with_Cost_an.pdf
optimizer:HHO,1,Harris Hawks Optimization,", and reduced dependence on fossil fuels. However, the renewable energy allocation problem remains challenging due to complex system interactions and multiple operational constraints. This study develops a novel Multi-Neighborhood Enhanced Harris Hawks Optimization (MNEHHO) algorithm to address the allocation of HRES components. The proposed approach integrates key technical parameters, including charge-discharge efficiency, storage device configurations, and renewable energy fraction. We formulate a",79,Multi-Neighborhood Enhanced Harris Hawks Optimization for Efficient Allocation of Hybrid Renewable Energy System with Cost and Emission Reduction,10.32604/cmes.2025.064636,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\079_2025_Multi-Neighborhood_Enhanced_Harris_Hawks_Optimization_for_Efficient_Allocation_of_Hybrid_Renewable_Energy_System_with_Cost_an.pdf
optimizer:PSO,2,particle swarm optimization,"nt cost, life cycle cost, probability of loss of power supply, and discharged energy. Ref. [6] also identified that the metaheuristic algorithms commonly applied in HRES optimization are predominantly evolutionary algorithms. These include particle swarm optimization (PSO), grey wolf optimization (GWO), whale optimization algorithm (WOA), firefly algorithm (FA), and artificial bee swarm optimization (ABSO). Furthermore, Ref. [7] highlighted the application of various metaheuristics for addressing the s",79,Multi-Neighborhood Enhanced Harris Hawks Optimization for Efficient Allocation of Hybrid Renewable Energy System with Cost and Emission Reduction,10.32604/cmes.2025.064636,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\079_2025_Multi-Neighborhood_Enhanced_Harris_Hawks_Optimization_for_Efficient_Allocation_of_Hybrid_Renewable_Energy_System_with_Cost_an.pdf
optimizer:PSO,2,particle swarm optimization,"thm (FA), and artificial bee swarm optimization (ABSO). Furthermore, Ref. [7] highlighted the application of various metaheuristics for addressing the size and placement of distributed generation problems, including genetic algorithm (GA), particle swarm optimization (PSO), genetic algorithm-tabu search (GA-TS), improved gravitational search algorithm (IGSA), backtracking search algorithm (BSA), bacterial foraging optimization (BFO), and grey wolf optimization (GWO). These studies underscore the versat",79,Multi-Neighborhood Enhanced Harris Hawks Optimization for Efficient Allocation of Hybrid Renewable Energy System with Cost and Emission Reduction,10.32604/cmes.2025.064636,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\079_2025_Multi-Neighborhood_Enhanced_Harris_Hawks_Optimization_for_Efficient_Allocation_of_Hybrid_Renewable_Energy_System_with_Cost_an.pdf
optimizer:GWO,2,grey wolf optimization,"ms, including genetic algorithm (GA), particle swarm optimization (PSO), genetic algorithm-tabu search (GA-TS), improved gravitational search algorithm (IGSA), backtracking search algorithm (BSA), bacterial foraging optimization (BFO), and grey wolf optimization (GWO). These studies underscore the versatility and effectiveness of evolutionary algorithms in optimizing the allocation and performance of HRES, thereby contributing to the reduction of costs and emissions.",79,Multi-Neighborhood Enhanced Harris Hawks Optimization for Efficient Allocation of Hybrid Renewable Energy System with Cost and Emission Reduction,10.32604/cmes.2025.064636,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\079_2025_Multi-Neighborhood_Enhanced_Harris_Hawks_Optimization_for_Efficient_Allocation_of_Hybrid_Renewable_Energy_System_with_Cost_an.pdf
optimizer:GWO,2,GWO,"ly, and discharged energy. Ref. [6] also identified that the metaheuristic algorithms commonly applied in HRES optimization are predominantly evolutionary algorithms. These include particle swarm optimization (PSO), grey wolf optimization (GWO), whale optimization algorithm (WOA), firefly algorithm (FA), and artificial bee swarm optimization (ABSO). Furthermore, Ref. [7] highlighted the application of various metaheuristics for addressing the size and placement of distributed ge",79,Multi-Neighborhood Enhanced Harris Hawks Optimization for Efficient Allocation of Hybrid Renewable Energy System with Cost and Emission Reduction,10.32604/cmes.2025.064636,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\079_2025_Multi-Neighborhood_Enhanced_Harris_Hawks_Optimization_for_Efficient_Allocation_of_Hybrid_Renewable_Energy_System_with_Cost_an.pdf
optimizer:GA,2,genetic algorithm,"hm (WOA), firefly algorithm (FA), and artificial bee swarm optimization (ABSO). Furthermore, Ref. [7] highlighted the application of various metaheuristics for addressing the size and placement of distributed generation problems, including genetic algorithm (GA), particle swarm optimization (PSO), genetic algorithm-tabu search (GA-TS), improved gravitational search algorithm (IGSA), backtracking search algorithm (BSA), bacterial foraging optimization (BFO), and grey wolf optimization (GWO). T",79,Multi-Neighborhood Enhanced Harris Hawks Optimization for Efficient Allocation of Hybrid Renewable Energy System with Cost and Emission Reduction,10.32604/cmes.2025.064636,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\079_2025_Multi-Neighborhood_Enhanced_Harris_Hawks_Optimization_for_Efficient_Allocation_of_Hybrid_Renewable_Energy_System_with_Cost_an.pdf
optimizer:GA,2,genetic algorithm,"optimization (ABSO). Furthermore, Ref. [7] highlighted the application of various metaheuristics for addressing the size and placement of distributed generation problems, including genetic algorithm (GA), particle swarm optimization (PSO), genetic algorithm-tabu search (GA-TS), improved gravitational search algorithm (IGSA), backtracking search algorithm (BSA), bacterial foraging optimization (BFO), and grey wolf optimization (GWO). These studies underscore the versatility and effectiveness o",79,Multi-Neighborhood Enhanced Harris Hawks Optimization for Efficient Allocation of Hybrid Renewable Energy System with Cost and Emission Reduction,10.32604/cmes.2025.064636,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\079_2025_Multi-Neighborhood_Enhanced_Harris_Hawks_Optimization_for_Efficient_Allocation_of_Hybrid_Renewable_Energy_System_with_Cost_an.pdf
optimizer:WOA,2,whale optimization algorithm,"d discharged energy. Ref. [6] also identified that the metaheuristic algorithms commonly applied in HRES optimization are predominantly evolutionary algorithms. These include particle swarm optimization (PSO), grey wolf optimization (GWO), whale optimization algorithm (WOA), firefly algorithm (FA), and artificial bee swarm optimization (ABSO). Furthermore, Ref. [7] highlighted the application of various metaheuristics for addressing the size and placement of distributed generation problems, including ge",79,Multi-Neighborhood Enhanced Harris Hawks Optimization for Efficient Allocation of Hybrid Renewable Energy System with Cost and Emission Reduction,10.32604/cmes.2025.064636,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\079_2025_Multi-Neighborhood_Enhanced_Harris_Hawks_Optimization_for_Efficient_Allocation_of_Hybrid_Renewable_Energy_System_with_Cost_an.pdf
